Case,execution time(ms)
1,0.94199527
2,0.93504812
3,0.17821481
4,2.34141521
5,0.4399444
6,1.14611377
7,0.7402998399999999
8,2.4095111
9,0.43651186000000003
10,0.54741662
11,0.90007993
12,0.28001953
13,1.61748601
14,0.46377771999999995
15,0.61906051
16,0.76415819
17,0.49236099
18,0.7619710799999999
19,0.44012766000000003
20,0.5281445
