Case,execution_time(ms)
1,0.26215360015630723
2,0.20604480057954788
3,0.24899520128965377
4,0.1651072010397911
5,0.11860480159521103
6,0.1274335987865925
7,0.08235839903354644
8,0.08921920135617256
9,0.08004480004310607
10,0.16013439893722534
11,0.12087680026888847
12,0.11681919991970062
13,0.11574400067329407
14,0.07941760048270226
15,0.1979520007967949
16,0.24548480063676834
17,0.20451839864253998
18,0.2967840015888214
19,0.13397760093212127
20,0.4345567971467972
