Case,execution time(ms)
1,0.1007628
2,0.052280999999999994
3,0.0246981
4,0.1229848
5,0.0514886
6,0.24122069999999998
7,0.0605038
8,0.1143895
9,0.05420470000000001
10,0.0683822
11,0.2400037
12,0.1201924
13,0.14696579999999998
14,0.0716098
15,0.1498703
16,0.34696200000000005
17,0.1644708
18,0.267958
19,0.10613879999999999
20,0.2348313
