Case,execution time(ms)
1,0.08864607967436314
2,0.06610591992735863
3,0.05027968056499958
4,0.06535487957298755
5,0.06768224045634269
6,0.07026592135429383
7,0.0739852823317051
8,0.08134879767894745
9,0.05286527916789055
10,0.11438176140189171
11,0.09456448182463646
12,0.1134384010732174
13,0.1164278419315815
14,0.05742304071784019
15,0.14119071945548056
16,0.12006240203976631
17,0.11751488216221333
18,0.20487039774656296
19,0.09079776085913181
20,0.17222720324993135
